x y
-12.453367281602322 -0.009054818637182523
-12.452367252108898 -0.009135337444186866
-12.451367222615474 -0.00921586004829117
-12.450367193122052 -0.009296386370610246
-12.449367163628628 -0.0093769163322432
-12.448367134135204 -0.009457449854272666
-12.447367104641781 -0.009537986857765288
-12.446367075148357 -0.00961852726377223
-12.445367045654933 -0.0096990709933284
-12.444367016161511 -0.009779617967452936
-12.443366986668087 -0.009860168107149726
-12.442366957174663 -0.009940721333406606
-12.44136692768124 -0.010021277567195876
-12.440366898187817 -0.010101836729474798
-12.439366868694393 -0.010182398741184805
-12.43836683920097 -0.010262963523252023
-12.437366809707546 -0.010343530996587746
-12.436366780214122 -0.010424101082087677
-12.4353667507207 -0.01050467370063241
-12.434366721227276 -0.010585248773087953
-12.433366691733852 -0.010665826220304925
-12.43236666224043 -0.01074640596311907
-12.431366632747006 -0.010826987922351754
-12.430366603253582 -0.010907572018809191
-12.42936657376016 -0.010988158173282928
-12.428366544266735 -0.011068746306550368
-12.427366514773311 -0.011149336339373967
-12.426366485279889 -0.011229928192501754
-12.425366455786465 -0.011310521786667818
-12.42436642629304 -0.011391117042591537
-12.423366396799619 -0.011471713880978078
-12.422366367306195 -0.011552312222518887
-12.42136633781277 -0.011632911987890928
-12.420366308319348 -0.011713513097757165
-12.419366278825924 -0.01179411547276708
-12.4183662493325 -0.01187471903355588
-12.417366219839078 -0.011955323700744997
-12.416366190345654 -0.01203592939494261
-12.41536616085223 -0.012116536036742837
-12.414366131358808 -0.012197143546726253
-12.413366101865384 -0.012277751845460398
-12.41236607237196 -0.012358360853498966
-12.411366042878537 -0.012438970491382345
-12.410366013385113 -0.012519580679638096
-12.40936598389169 -0.012600191338780172
-12.408365954398267 -0.012680802389309428
-12.407365924904843 -0.012761413751714124
-12.406365895411419 -0.012842025346469136
-12.405365865917997 -0.012922637094036462
-12.404365836424573 -0.013003248914865725
-12.403365806931149 -0.01308386072939339
-12.402365777437725 -0.013164472458043416
-12.401365747944302 -0.013245084021227028
-12.400365718450878 -0.013325695339343384
-12.399365688957454 -0.013406306332778775
-12.398365659464032 -0.013486916921907144
-12.397365629970608 -0.013567527027090572
-12.396365600477184 -0.01364813656867851
-12.395365570983762 -0.013728745467008275
-12.394365541490338 -0.01380935364240555
-12.393365511996913 -0.013889961015183612
-12.392365482503491 -0.013970567505643823
-12.391365453010067 -0.01405117303407615
-12.390365423516643 -0.014131777520758358
-12.389365394023221 -0.014212380885956541
-12.388365364529797 -0.014292983049925602
-12.387365335036373 -0.014373583932908487
-12.38636530554295 -0.014454183455136679
-12.385365276049527 -0.0145347815368307
-12.384365246556102 -0.014615378098199341
-12.38336521706268 -0.014695973059440154
-12.382365187569256 -0.014776566340739958
-12.381365158075832 -0.014857157862274057
-12.38036512858241 -0.014937747544206747
-12.379365099088986 -0.015018335306691815
-12.378365069595562 -0.01509892106987176
-12.37736504010214 -0.015179504753878295
-12.376365010608716 -0.015260086278832847
-12.375364981115291 -0.015340665564845785
-12.37436495162187 -0.015421242532016911
-12.373364922128445 -0.015501817100435978
-12.372364892635021 -0.015582389190181893
-12.371364863141599 -0.015662958721323228
-12.370364833648175 -0.01574352561391873
-12.36936480415475 -0.015824089788016523
-12.368364774661329 -0.01590465116365463
-12.367364745167905 -0.015985209660861463
-12.36636471567448 -0.016065765199655052
-12.365364686181058 -0.016146317700043534
-12.364364656687634 -0.016226867082025673
-12.36336462719421 -0.016307413265590067
-12.362364597700788 -0.01638795617071566
-12.361364568207364 -0.01646849571737224
-12.36036453871394 -0.01654903182551966
-12.359364509220516 -0.01662956441510848
-12.358364479727094 -0.016710093406079762
-12.35736445023367 -0.016790618718365718
-12.356364420740245 -0.01687114027188893
-12.355364391246823 -0.016951657986562844
-12.3543643617534 -0.01703217178229227
-12.353364332259975 -0.017112681578972635
-12.352364302766553 -0.017193187296490442
-12.351364273273129 -0.017273688854723798
-12.350364243779705 -0.017354186173541633
-12.349364214286283 -0.017434679172804203
-12.348364184792858 -0.01751516777236358
-12.347364155299434 -0.017595651892062896
-12.346364125806012 -0.017676131451736823
-12.345364096312588 -0.01775660637121209
-12.344364066819164 -0.017837076570306695
-12.343364037325742 -0.01791754196883042
-12.342364007832318 -0.017998002486585327
-12.341363978338894 -0.018078458043364973
-12.340363948845471 -0.018158908558954922
-12.339363919352047 -0.01823935395313325
-12.338363889858623 -0.01831979414566975
-12.337363860365201 -0.01840022905632646
-12.336363830871777 -0.018480658604858147
-12.335363801378353 -0.018561082711011534
-12.33436377188493 -0.018641501294525797
-12.333363742391507 -0.018721914275133086
-12.332363712898083 -0.01880232157255773
-12.33136368340466 -0.01888272310651674
-12.330363653911236 -0.018963118796720323
-12.329363624417812 -0.019043508562871098
-12.32836359492439 -0.01912389232466459
-12.327363565430966 -0.019204270001789755
-12.326363535937542 -0.01928464151392818
-12.32536350644412 -0.019365006780754597
-12.324363476950696 -0.019445365721937388
-12.323363447457272 -0.01952571825713779
-12.32236341796385 -0.019606064306010428
-12.321363388470425 -0.019686403788203792
-12.320363358977001 -0.019766736623359468
-12.31936332948358 -0.019847062731112645
-12.318363299990155 -0.019927382031092608
-12.317363270496731 -0.02000769444292198
-12.316363241003309 -0.020087999886217192
-12.315363211509885 -0.020168298280589032
-12.31436318201646 -0.020248589545641814
-12.313363152523038 -0.020328873600973928
-12.312363123029614 -0.020409150366178314
-12.31136309353619 -0.02048941976084171
-12.310363064042766 -0.02056968170454525
-12.309363034549344 -0.020649936116864324
-12.30836300505592 -0.020730182917369163
-12.307362975562496 -0.020810422025624095
-12.306362946069074 -0.020890653361188036
-12.30536291657565 -0.020970876843614993
-12.304362887082226 -0.021051092392453303
-12.303362857588803 -0.021131299927246102
-12.30236282809538 -0.02121149936753187
-12.301362798601955 -0.021291690632843623
-12.300362769108533 -0.02137187364270942
-12.299362739615109 -0.021452048316652893
-12.298362710121685 -0.021532214574192424
-12.297362680628263 -0.02161237233484169
-12.296362651134839 -0.021692521518110155
-12.295362621641415 -0.021772662043502266
-12.294362592147992 -0.021852793830518004
-12.293362562654568 -0.02193291679865334
-12.292362533161144 -0.0220130308673995
-12.291362503667722 -0.02209313595624343
-12.290362474174298 -0.02217323198466833
-12.289362444680874 -0.02225331887215286
-12.288362415187452 -0.022333396538171648
-12.287362385694028 -0.022413464902195798
-12.286362356200604 -0.02249352388369209
-12.285362326707181 -0.022573573402123535
-12.284362297213757 -0.022653613376949825
-12.283362267720333 -0.022733643727626564
-12.282362238226911 -0.022813664373605817
-12.281362208733487 -0.02289367523433656
-12.280362179240063 -0.02297367622926392
-12.27936214974664 -0.023053667277829693
-12.278362120253217 -0.023133648299472842
-12.277362090759793 -0.0232136192136287
-12.27636206126637 -0.023293579939729504
-12.275362031772946 -0.02337353039720487
-12.274362002279522 -0.023453470505481043
-12.2733619727861 -0.023533400183981378
-12.272361943292676 -0.023613319352126853
-12.271361913799252 -0.0236932279293353
-12.27036188430583 -0.0237731258350219
-12.269361854812406 -0.023853012988599688
-12.268361825318982 -0.023932889309478764
-12.267361795825558 -0.024012754717066973
-12.266361766332135 -0.02409260913076966
-12.265361736838711 -0.024172452469990335
-12.264361707345287 -0.024252284654129895
-12.263361677851865 -0.024332105602587126
-12.262361648358441 -0.024411915234759204
-12.261361618865017 -0.02449171347004093
-12.260361589371595 -0.024571500227825224
-12.25936155987817 -0.024651275427503613
-12.258361530384747 -0.024731038988465487
-12.257361500891324 -0.02481079083009859
-12.2563614713979 -0.024890530871789513
-12.255361441904476 -0.024970259032922926
-12.254361412411054 -0.025049975232882087
-12.25336138291763 -0.02512967939104934
-12.252361353424206 -0.02520937142680534
-12.251361323930784 -0.025289051259529544
-12.25036129443736 -0.025368718808600744
-12.249361264943936 -0.025448373993396268
-12.248361235450513 -0.02552801673329248
-12.24736120595709 -0.025607646947665312
-12.246361176463665 -0.025687264555889457
-12.245361146970243 -0.02576686947733889
-12.244361117476819 -0.02584646163138736
-12.243361087983395 -0.025926040937407635
-12.242361058489973 -0.02600560731477198
-12.241361028996549 -0.026085160682852677
-12.240360999503125 -0.026164700961021248
-12.239360970009702 -0.026244228068648956
-12.238360940516278 -0.026323741925107304
-12.237360911022854 -0.02640324244976727
-12.236360881529432 -0.026482729561999808
-12.235360852036008 -0.026562203181176334
-12.234360822542584 -0.02664166322666798
-12.233360793049162 -0.026721109617846083
-12.232360763555738 -0.026800542274082677
-12.231360734062314 -0.026879961114749745
-12.230360704568891 -0.026959366059219697
-12.229360675075467 -0.027038757026865888
-12.228360645582043 -0.027118133937061844
-12.227360616088621 -0.027197496709181746
-12.226360586595197 -0.027276845262600963
-12.225360557101773 -0.02735617951669526
-12.22436052760835 -0.0274354993908413
-12.223360498114927 -0.027514804804417155
-12.222360468621503 -0.027594095676801527
-12.22136043912808 -0.027673371927374256
-12.220360409634656 -0.027752633475516812
-12.219360380141232 -0.027831880240611534
-12.21836035064781 -0.027911112142042133
-12.217360321154386 -0.02799032909919419
-12.216360291660962 -0.02806953103145437
-12.215360262167538 -0.02814871785821109
-12.214360232674116 -0.028227889498854315
-12.213360203180692 -0.028307045872776163
-12.212360173687268 -0.02838618689937018
-12.211360144193845 -0.028465312498031824
-12.210360114700421 -0.02854442258815895
-12.209360085206997 -0.028623517089151066
-12.208360055713575 -0.02870259592040982
-12.207360026220151 -0.028781659001339503
-12.206359996726727 -0.028860706251346294
-12.205359967233305 -0.02893973758983873
-12.20435993773988 -0.029018752936228236
-12.203359908246457 -0.02909775220992834
-12.202359878753034 -0.029176735330355193
-12.20135984925961 -0.029255702216928033
-12.200359819766186 -0.02933465278906846
-12.199359790272764 -0.02941358696620091
-12.19835976077934 -0.029492504667753158
-12.197359731285916 -0.029571405813155566
-12.196359701792494 -0.029650290321841556
-12.19535967229907 -0.02972915811324814
-12.194359642805646 -0.02980800910681513
-12.193359613312223 -0.029886843221985652
-12.1923595838188 -0.029965660378206645
-12.191359554325375 -0.030044460494928083
-12.190359524831953 -0.030123243491603478
-12.189359495338529 -0.0302020092876904
-12.188359465845105 -0.030280757802649685
-12.187359436351683 -0.03035948895594595
-12.186359406858259 -0.03043820266704808
-12.185359377364835 -0.03051689885542848
-12.184359347871412 -0.03059557744056356
-12.183359318377988 -0.03067423834193423
-12.182359288884564 -0.03075288147902517
-12.181359259391142 -0.030831506771325273
-12.180359229897718 -0.030910114138328185
-12.179359200404294 -0.03098870349953154
-12.178359170910872 -0.031067274774437447
-12.177359141417448 -0.031145827882552973
-12.176359111924024 -0.031224362743389415
-12.1753590824306 -0.03130287927646292
-12.174359052937177 -0.031381377401294264
-12.173359023443753 -0.03145985703740954
-12.17235899395033 -0.03153831810433935
-12.171358964456907 -0.031616760521619304
-12.170358934963483 -0.03169518420879056
-12.169358905470059 -0.031773589085399026
-12.168358875976637 -0.031851975070995846
-12.167358846483213 -0.031930342085137946
-12.166358816989788 -0.032008690047387225
-12.165358787496366 -0.03208701887731109
-12.164358758002942 -0.03216532849448292
-12.163358728509518 -0.032243618818481326
-12.162358699016096 -0.032321889768890645
-12.161358669522672 -0.03240014126530144
-12.160358640029248 -0.032478373227309724
-12.159358610535826 -0.03255658557451748
-12.158358581042402 -0.03263477822653314
-12.157358551548977 -0.03271295110297084
-12.156358522055555 -0.03279110412345088
-12.155358492562131 -0.032869237207600294
-12.154358463068707 -0.03294735027505201
-12.153358433575285 -0.03302544324544541
-12.15235840408186 -0.03310351603842676
-12.151358374588437 -0.03318156857364855
-12.150358345095015 -0.03325960077076987
-12.14935831560159 -0.033337612549457
-12.148358286108166 -0.03341560382938263
-12.147358256614744 -0.033493574530226305
-12.14635822712132 -0.033571524571675
-12.145358197627896 -0.0336494538734223
-12.144358168134474 -0.03372736235516894
-12.14335813864105 -0.03380524993662326
-12.142358109147626 -0.03388311653750048
-12.141358079654204 -0.03396096207752318
-12.14035805016078 -0.0340387864764218
-12.139358020667355 -0.034116589653933896
-12.138357991173933 -0.03419437152980459
-12.13735796168051 -0.034272132023787136
-12.136357932187085 -0.0343498710556421
-12.135357902693663 -0.03442758854513789
-12.134357873200239 -0.03450528441205124
-12.133357843706815 -0.03458295857616646
-12.132357814213393 -0.03466061095727592
-12.131357784719969 -0.03473824147518056
-12.130357755226544 -0.03481585004968912
-12.129357725733122 -0.034893436600618666
-12.128357696239698 -0.03497100104779501
-12.127357666746274 -0.03504854331105206
-12.126357637252852 -0.035126063310232235
-12.125357607759428 -0.035203560965186974
-12.124357578266004 -0.03528103619577602
-12.12335754877258 -0.035358488921868006
-12.122357519279158 -0.03543591906334028
-12.121357489785733 -0.03551332654007954
-12.12035746029231 -0.03559071127198107
-12.119357430798887 -0.03566807317894923
-12.118357401305463 -0.035745412180897974
-12.117357371812039 -0.03582272819775007
-12.116357342318617 -0.035900021149437605
-12.115357312825193 -0.035977290955902484
-12.114357283331769 -0.03605453753709566
-12.113357253838346 -0.03613176081297765
-12.112357224344922 -0.036208960703519026
-12.111357194851498 -0.03628613712869963
-12.110357165358076 -0.036363290008509117
-12.109357135864652 -0.03644041926294741
-12.108357106371228 -0.03651752481202396
-12.107357076877806 -0.03659460657575824
-12.106357047384382 -0.036671664474180264
-12.105357017890958 -0.03674869842732978
-12.104356988397535 -0.0368257083552568
-12.103356958904111 -0.0369026941780221
-12.102356929410687 -0.03697965581569644
-12.101356899917265 -0.03705659318836108
-12.100356870423841 -0.03713350621610827
-12.099356840930417 -0.03721039481904049
-12.098356811436995 -0.037287258917270936
-12.09735678194357 -0.037364098430924045
-12.096356752450147 -0.03744091328013471
-12.095356722956724 -0.03751770338504879
-12.0943566934633 -0.0375944686658236
-12.093356663969876 -0.03767120904262714
-12.092356634476454 -0.03774792443563866
-12.09135660498303 -0.037824614765049024
-12.090356575489606 -0.0379012799510601
-12.089356545996184 -0.037977919913885154
-12.08835651650276 -0.03805453457374938
-12.087356487009336 -0.038131123850889174
-12.086356457515913 -0.03820768766555255
-12.08535642802249 -0.03828422593799972
-12.084356398529065 -0.03836073858850229
-12.083356369035643 -0.038437225537343765
-12.082356339542219 -0.038513686704820055
-12.081356310048795 -0.03859012201123871
-12.080356280555371 -0.03866653137691954
-12.079356251061949 -0.03874291472219447
-12.078356221568525 -0.038819271967408066
-12.0773561920751 -0.03889560303291692
-12.076356162581678 -0.03897190783909005
-12.075356133088254 -0.039048186306309386
-12.07435610359483 -0.039124438354969086
-12.073356074101408 -0.039200663905475996
-12.072356044607984 -0.0392768628782501
-12.07135601511456 -0.03935303519372385
-12.070355985621138 -0.03942918077234259
-12.069355956127714 -0.039505299534565094
-12.06835592663429 -0.03958139140086278
-12.067355897140867 -0.039657456291720246
-12.066355867647443 -0.03973349412763571
-12.06535583815402 -0.039809504829120296
-12.064355808660597 -0.039885488316698525
-12.063355779167173 -0.039961444510908786
-12.062355749673749 -0.04003737333230262
-12.061355720180327 -0.040113274701445156
-12.060355690686903 -0.04018914853891568
-12.059355661193479 -0.04026499476530682
-12.058355631700056 -0.040340813301225076
-12.057355602206632 -0.04041660406729128
-12.056355572713208 -0.04049236698413988
-12.055355543219786 -0.04056810197241943
-12.054355513726362 -0.04064380895279304
-12.053355484232938 -0.04071948784593768
-12.052355454739516 -0.04079513857254463
-12.051355425246092 -0.04087076105332001
-12.050355395752668 -0.040946355208983994
-12.049355366259245 -0.04102192096027133
-12.048355336765821 -0.041097458227931816
-12.047355307272397 -0.04117296693272956
-12.046355277778975 -0.04124844699544348
-12.045355248285551 -0.04132389833686774
-12.044355218792127 -0.0413993208778111
-12.043355189298705 -0.04147471453909732
-12.04235515980528 -0.04155007924156569
-12.041355130311857 -0.04162541490607028
-12.040355100818434 -0.04170072145348043
-12.03935507132501 -0.04177599880468123
-12.038355041831586 -0.04185124688057279
-12.037355012338164 -0.04192646560207072
-12.03635498284474 -0.04200165489010661
-12.035354953351316 -0.04207681466562733
-12.034354923857894 -0.042151944849595446
-12.03335489436447 -0.04222704536298978
-12.032354864871046 -0.04230211612680461
-12.031354835377623 -0.04237715706205023
-12.0303548058842 -0.04245216808975335
-12.029354776390775 -0.042527149130956406
-12.028354746897351 -0.042602100106718194
-12.027354717403929 -0.042677020938113666
-12.026354687910505 -0.0427519115462345
-12.025354658417081 -0.042826771852188465
-12.024354628923659 -0.042901601777099785
-12.023354599430235 -0.04297640124210976
-12.02235456993681 -0.043051170168375896
-12.021354540443388 -0.0431259084770725
-12.020354510949964 -0.043200616089391075
-12.01935448145654 -0.04327529292653966
-12.018354451963118 -0.04334993890974327
-12.017354422469694 -0.0434245539602444
-12.01635439297627 -0.04349913799930227
-12.015354363482848 -0.04357369094819334
-12.014354333989424 -0.043648212728211754
-12.013354304496 -0.043722703260668655
-12.012354275002577 -0.04379716246689262
-12.011354245509153 -0.04387159026823018
-12.01035421601573 -0.04394598658604509
-12.009354186522307 -0.04402035134171875
-12.008354157028883 -0.04409468445665078
-12.007354127535459 -0.04416898585225823
-12.006354098042037 -0.044243255449976066
-12.005354068548613 -0.04431749317125766
-12.004354039055189 -0.04439169893757408
-12.003354009561766 -0.04446587267041456
-12.002353980068342 -0.044540014291286935
-12.001353950574918 -0.044614123721717
-12.000353921081496 -0.044688200883248916
-11.999353891588072 -0.04476224569744573
-11.998353862094648 -0.04483625808588864
-11.997353832601226 -0.04491023797017746
-11.996353803107802 -0.04498418527193112
-11.995353773614378 -0.04505809991278694
-11.994353744120955 -0.045131981814401104
-11.993353714627531 -0.04520583089844912
-11.992353685134107 -0.04527964708662513
-11.991353655640683 -0.04535343030064251
-11.990353626147261 -0.04542718046223366
-11.989353596653837 -0.045500897493150644
-11.988353567160413 -0.045574581315164474
-11.98735353766699 -0.045648231850065536
-11.986353508173567 -0.045721849019664126
-11.985353478680143 -0.04579543274578971
-11.98435344918672 -0.04586898295029138
-11.983353419693296 -0.04594249955503836
-11.982353390199872 -0.046015982481919265
-11.98135336070645 -0.04608943165284261
-11.980353331213026 -0.04616284698973724
-11.979353301719602 -0.04623622841455162
-11.97835327222618 -0.04630957584925438
-11.977353242732756 -0.046382889215834694
-11.976353213239332 -0.046456168436301605
-11.97535318374591 -0.04652941343268454
-11.974353154252485 -0.04660262412703368
-11.973353124759061 -0.04667580044141938
-11.972353095265639 -0.046748942297932534
-11.971353065772215 -0.04682204961868508
-11.97035303627879 -0.04689512232580933
-11.969353006785369 -0.046968160341458384
-11.968352977291945 -0.047041163587806634
-11.96735294779852 -0.047114131987049036
-11.966352918305098 -0.047187065461401605
-11.965352888811674 -0.047259963933101876
-11.96435285931825 -0.047332827324408175
-11.963352829824828 -0.04740565555760011
-11.962352800331404 -0.04747844855497907
-11.96135277083798 -0.04755120623886744
-11.960352741344558 -0.04762392853160915
-11.959352711851134 -0.047696615355570106
-11.95835268235771 -0.04776926663313749
-11.957352652864287 -0.04784188228672021
-11.956352623370863 -0.047914462238749435
-11.95535259387744 -0.0479870064116778
-11.954352564384017 -0.04805951472797993
-11.953352534890593 -0.04813198711015293
-11.952352505397169 -0.0482044234807156
-11.951352475903747 -0.048276823762208994
-11.950352446410323 -0.048349187877196824
-11.949352416916899 -0.04842151574826479
-11.948352387423476 -0.04849380729802102
-11.947352357930052 -0.04856606244909658
-11.946352328436628 -0.04863828112414474
-11.945352298943206 -0.04871046324584145
-11.944352269449782 -0.04878260873688579
-11.943352239956358 -0.048854717519999306
-11.942352210462936 -0.04892678951792644
-11.941352180969512 -0.04899882465343503
-11.940352151476088 -0.04907082284931558
-11.939352121982663 -0.04914278402838187
-11.938352092489241 -0.04921470811347077
-11.937352062995817 -0.04928659502744285
-11.936352033502393 -0.049358444693181645
-11.935352004008971 -0.04943025703359418
-11.934351974515547 -0.04950203197161138
-11.933351945022123 -0.04957376943018739
-11.9323519155287 -0.049645469332300046
-11.931351886035277 -0.04971713160095134
-11.930351856541852 -0.04978875615916674
-11.92935182704843 -0.049860342929995576
-11.928351797555006 -0.04993189183651162
-11.927351768061582 -0.05000340280181233
-11.92635173856816 -0.050074875749019254
-11.925351709074736 -0.050146310601278644
-11.924351679581312 -0.05021770728176062
-11.92335165008789 -0.050289065713659695
-11.922351620594466 -0.05036038582019524
-11.921351591101041 -0.05043166752461077
-11.92035156160762 -0.05050291075017443
-11.919351532114195 -0.050574115420179436
-11.918351502620771 -0.05064528145794339
-11.917351473127349 -0.05071640878680875
-11.916351443633925 -0.05078749733014328
-11.9153514141405 -0.05085854701133938
-11.914351384647079 -0.050929557753814504
-11.913351355153655 -0.05100052948101168
-11.91235132566023 -0.051071462116398764
-11.911351296166808 -0.05114235558346894
-11.910351266673384 -0.05121320980574115
-11.90935123717996 -0.05128402470675944
-11.908351207686538 -0.0513548002100934
-11.907351178193114 -0.05142553623933861
-11.90635114869969 -0.051496232718115986
-11.905351119206268 -0.051566889570072216
-11.904351089712844 -0.05163750671888021
-11.90335106021942 -0.051708084088238446
-11.902351030725997 -0.05177862160187142
-11.901351001232573 -0.05184911918353005
-11.90035097173915 -0.05191957675699108
-11.899350942245725 -0.051989994246057616
-11.898350912752303 -0.05206037157455894
-11.897350883258879 -0.05213070866635113
-11.896350853765455 -0.052201005445316334
-11.895350824272032 -0.05227126183536324
-11.894350794778608 -0.05234147776042758
-11.893350765285184 -0.05241165314447138
-11.892350735791762 -0.05248178791148347
-11.891350706298338 -0.05255188198547988
-11.890350676804914 -0.052621935290503234
-11.889350647311492 -0.052691947750623136
-11.888350617818068 -0.05276191928993668
-11.887350588324644 -0.05283184983256775
-11.886350558831221 -0.05290173930266744
-11.885350529337797 -0.05297158762441458
-11.884350499844373 -0.05304139472201499
-11.883350470350951 -0.05311116051970198
-11.882350440857527 -0.05318088494173679
-11.881350411364103 -0.053250567912407884
-11.88035038187068 -0.05332020935603145
-11.879350352377257 -0.05338980919695185
-11.878350322883833 -0.0534593673595409
-11.87735029339041 -0.053528883768198345
-11.876350263896986 -0.053598358347352354
-11.875350234403562 -0.05366779102145878
-11.87435020491014 -0.05373718171500164
-11.873350175416716 -0.05380653035249359
-11.872350145923292 -0.053875836858475204
-11.87135011642987 -0.05394510115751547
-11.870350086936446 -0.05401432317421222
-11.869350057443022 -0.054083502833191445
-11.8683500279496 -0.05415264005910778
-11.867349998456175 -0.05422173477664493
-11.866349968962751 -0.05429078691051501
-11.86534993946933 -0.05435979638545898
-11.864349909975905 -0.05442876312624712
-11.863349880482481 -0.05449768705767832
-11.862349850989059 -0.0545665681045806
-11.861349821495635 -0.05463540619181147
-11.86034979200221 -0.054704201244257324
-11.859349762508788 -0.05477295318683389
-11.858349733015364 -0.05484166194448662
-11.85734970352194 -0.05491032744219011
-11.856349674028518 -0.054978949604948466
-11.855349644535094 -0.055047528357795784
-11.85434961504167 -0.055116063625795526
-11.853349585548248 -0.055184555334040895
-11.852349556054824 -0.055253003407655314
-11.8513495265614 -0.05532140777179179
-11.850349497067977 -0.055389768351633305
-11.849349467574553 -0.055458085072393304
-11.84834943808113 -0.055526357859315034
-11.847349408587705 -0.05559458663767207
-11.846349379094283 -0.0556627713327682
-11.845349349600859 -0.05573091186993795
-11.844349320107437 -0.05579900817454581
-11.843349290614013 -0.05586706017198732
-11.842349261120589 -0.05593506778768827
-11.841349231627165 -0.05600303094710524
-11.840349202133742 -0.05607094957572546
-11.839349172640318 -0.05613882359906738
-11.838349143146894 -0.05620665294268002
-11.837349113653472 -0.056274437532143354
-11.836349084160048 -0.05634217729306883
-11.835349054666624 -0.056409872151098675
-11.834349025173202 -0.05647752203190631
-11.833348995679778 -0.056545126861196865
